county,PCODE,climate_zone,year_month,year,month,rainfall_mm,lta_mm,anomaly_mm,pct_of_normal
Meru,KE012,highland,2025-06,2025,6,20.54,73.5,-52.96,27.9
Meru,KE012,highland,2025-07,2025,7,47.01,52.5,-5.49,89.5
Meru,KE012,highland,2025-08,2025,8,72.15,52.5,19.65,137.4
Meru,KE012,highland,2025-09,2025,9,111.27,73.5,37.77,151.4
Meru,KE012,highland,2025-10,2025,10,107.19,105.0,2.19,102.1
Meru,KE012,highland,2025-11,2025,11,134.39,126.0,8.39,106.7
Meru,KE012,highland,2025-12,2025,12,105.45,84.0,21.45,125.5
Meru,KE012,highland,2026-01,2026,1,57.83,42.0,15.83,137.7
Meru,KE012,highland,2026-02,2026,2,43.75,52.5,-8.75,83.3
Tharaka-Nithi,KE013,semi-arid,2018-01,2018,1,28.01,23.33,4.68,120.0
Tharaka-Nithi,KE013,semi-arid,2018-02,2018,2,17.46,23.33,-5.87,74.8
Tharaka-Nithi,KE013,semi-arid,2018-03,2018,3,25.37,70.0,-44.63,36.2
Tharaka-Nithi,KE013,semi-arid,2018-04,2018,4,60.41,116.67,-56.26,51.8
Tharaka-Nithi,KE013,semi-arid,2018-05,2018,5,100.98,93.33,7.65,108.2
Tharaka-Nithi,KE013,semi-arid,2018-06,2018,6,37.65,31.11,6.54,121.0
Tharaka-Nithi,KE013,semi-arid,2018-07,2018,7,8.85,15.56,-6.71,56.9
Tharaka-Nithi,KE013,semi-arid,2018-08,2018,8,19.17,15.56,3.61,123.2
Tharaka-Nithi,KE013,semi-arid,2018-09,2018,9,18.29,31.11,-12.82,58.8
Tharaka-Nithi,KE013,semi-arid,2018-10,2018,10,90.42,93.33,-2.91,96.9
Tharaka-Nithi,KE013,semi-arid,2018-11,2018,11,69.78,124.44,-54.66,56.1
Tharaka-Nithi,KE013,semi-arid,2018-12,2018,12,30.4,62.22,-31.82,48.9
Tharaka-Nithi,KE013,semi-arid,2019-01,2019,1,40.62,23.33,17.29,174.1
Tharaka-Nithi,KE013,semi-arid,2019-02,2019,2,19.24,23.33,-4.09,82.5
Tharaka-Nithi,KE013,semi-arid,2019-03,2019,3,77.37,70.0,7.37,110.5
Tharaka-Nithi,KE013,semi-arid,2019-04,2019,4,103.33,116.67,-13.34,88.6
Tharaka-Nithi,KE013,semi-arid,2019-05,2019,5,52.18,93.33,-41.15,55.9
Tharaka-Nithi,KE013,semi-arid,2019-06,2019,6,26.77,31.11,-4.34,86.0
Tharaka-Nithi,KE013,semi-arid,2019-07,2019,7,9.49,15.56,-6.07,61.0
Tharaka-Nithi,KE013,semi-arid,2019-08,2019,8,34.69,15.56,19.13,223.0
Tharaka-Nithi,KE013,semi-arid,2019-09,2019,9,40.01,31.11,8.9,128.6
Tharaka-Nithi,KE013,semi-arid,2019-10,2019,10,164.97,93.33,71.64,176.8
Tharaka-Nithi,KE013,semi-arid,2019-11,2019,11,270.73,124.44,146.29,217.6
Tharaka-Nithi,KE013,semi-arid,2019-12,2019,12,144.27,62.22,82.05,231.9
Tharaka-Nithi,KE013,semi-arid,2020-01,2020,1,29.27,23.33,5.94,125.4
Tharaka-Nithi,KE013,semi-arid,2020-02,2020,2,28.78,23.33,5.45,123.3
Tharaka-Nithi,KE013,semi-arid,2020-03,2020,3,44.13,70.0,-25.87,63.0
Tharaka-Nithi,KE013,semi-arid,2020-04,2020,4,60.68,116.67,-55.99,52.0
Tharaka-Nithi,KE013,semi-arid,2020-05,2020,5,82.96,93.33,-10.37,88.9
Tharaka-Nithi,KE013,semi-arid,2020-06,2020,6,31.49,31.11,0.38,101.2
Tharaka-Nithi,KE013,semi-arid,2020-07,2020,7,15.04,15.56,-0.52,96.7
Tharaka-Nithi,KE013,semi-arid,2020-08,2020,8,15.8,15.56,0.24,101.6
Tharaka-Nithi,KE013,semi-arid,2020-09,2020,9,32.51,31.11,1.4,104.5
Tharaka-Nithi,KE013,semi-arid,2020-10,2020,10,41.19,93.33,-52.14,44.1
Tharaka-Nithi,KE013,semi-arid,2020-11,2020,11,80.42,124.44,-44.02,64.6
Tharaka-Nithi,KE013,semi-arid,2020-12,2020,12,55.31,62.22,-6.91,88.9
Tharaka-Nithi,KE013,semi-arid,2021-01,2021,1,10.27,23.33,-13.06,44.0
Tharaka-Nithi,KE013,semi-arid,2021-02,2021,2,22.28,23.33,-1.05,95.5
Tharaka-Nithi,KE013,semi-arid,2021-03,2021,3,41.43,70.0,-28.57,59.2
Tharaka-Nithi,KE013,semi-arid,2021-04,2021,4,35.62,116.67,-81.05,30.5
Tharaka-Nithi,KE013,semi-arid,2021-05,2021,5,38.61,93.33,-54.72,41.4
Tharaka-Nithi,KE013,semi-arid,2021-06,2021,6,47.86,31.11,16.75,153.8
Tharaka-Nithi,KE013,semi-arid,2021-07,2021,7,18.37,15.56,2.81,118.1
Tharaka-Nithi,KE013,semi-arid,2021-08,2021,8,17.95,15.56,2.39,115.4
Tharaka-Nithi,KE013,semi-arid,2021-09,2021,9,45.53,31.11,14.42,146.3
Tharaka-Nithi,KE013,semi-arid,2021-10,2021,10,35.87,93.33,-57.46,38.4
Tharaka-Nithi,KE013,semi-arid,2021-11,2021,11,38.61,124.44,-85.83,31.0
Tharaka-Nithi,KE013,semi-arid,2021-12,2021,12,49.82,62.22,-12.4,80.1
Tharaka-Nithi,KE013,semi-arid,2022-01,2022,1,10.55,23.33,-12.78,45.2
Tharaka-Nithi,KE013,semi-arid,2022-02,2022,2,7.56,23.33,-15.77,32.4
Tharaka-Nithi,KE013,semi-arid,2022-03,2022,3,57.55,70.0,-12.45,82.2
Tharaka-Nithi,KE013,semi-arid,2022-04,2022,4,21.36,116.67,-95.31,18.3
Tharaka-Nithi,KE013,semi-arid,2022-05,2022,5,38.86,93.33,-54.47,41.6
Tharaka-Nithi,KE013,semi-arid,2022-06,2022,6,22.31,31.11,-8.8,71.7
Tharaka-Nithi,KE013,semi-arid,2022-07,2022,7,10.39,15.56,-5.17,66.8
Tharaka-Nithi,KE013,semi-arid,2022-08,2022,8,4.09,15.56,-11.47,26.3
Tharaka-Nithi,KE013,semi-arid,2022-09,2022,9,42.8,31.11,11.69,137.6
Tharaka-Nithi,KE013,semi-arid,2022-10,2022,10,24.28,93.33,-69.05,26.0
Tharaka-Nithi,KE013,semi-arid,2022-11,2022,11,55.52,124.44,-68.92,44.6
Tharaka-Nithi,KE013,semi-arid,2022-12,2022,12,25.88,62.22,-36.34,41.6
Tharaka-Nithi,KE013,semi-arid,2023-01,2023,1,15.4,23.33,-7.93,66.0
Tharaka-Nithi,KE013,semi-arid,2023-02,2023,2,5.81,23.33,-17.52,24.9
Tharaka-Nithi,KE013,semi-arid,2023-03,2023,3,52.82,70.0,-17.18,75.5
Tharaka-Nithi,KE013,semi-arid,2023-04,2023,4,79.09,116.67,-37.58,67.8
Tharaka-Nithi,KE013,semi-arid,2023-05,2023,5,44.04,93.33,-49.29,47.2
Tharaka-Nithi,KE013,semi-arid,2023-06,2023,6,31.42,31.11,0.31,101.0
Tharaka-Nithi,KE013,semi-arid,2023-07,2023,7,13.36,15.56,-2.2,85.9
Tharaka-Nithi,KE013,semi-arid,2023-08,2023,8,25.72,15.56,10.16,165.3
Tharaka-Nithi,KE013,semi-arid,2023-09,2023,9,24.48,31.11,-6.63,78.7
Tharaka-Nithi,KE013,semi-arid,2023-10,2023,10,121.73,93.33,28.4,130.4
Tharaka-Nithi,KE013,semi-arid,2023-11,2023,11,298.62,124.44,174.18,240.0
Tharaka-Nithi,KE013,semi-arid,2023-12,2023,12,108.45,62.22,46.23,174.3
Tharaka-Nithi,KE013,semi-arid,2024-01,2024,1,24.29,23.33,0.96,104.1
Tharaka-Nithi,KE013,semi-arid,2024-02,2024,2,13.83,23.33,-9.5,59.3
Tharaka-Nithi,KE013,semi-arid,2024-03,2024,3,88.34,70.0,18.34,126.2
Tharaka-Nithi,KE013,semi-arid,2024-04,2024,4,94.97,116.67,-21.7,81.4
Tharaka-Nithi,KE013,semi-arid,2024-05,2024,5,103.29,93.33,9.96,110.7
Tharaka-Nithi,KE013,semi-arid,2024-06,2024,6,62.89,31.11,31.78,202.1
Tharaka-Nithi,KE013,semi-arid,2024-07,2024,7,13.28,15.56,-2.28,85.4
Tharaka-Nithi,KE013,semi-arid,2024-08,2024,8,19.71,15.56,4.15,126.7
Tharaka-Nithi,KE013,semi-arid,2024-09,2024,9,27.31,31.11,-3.8,87.8
Tharaka-Nithi,KE013,semi-arid,2024-10,2024,10,58.79,93.33,-34.54,63.0
Tharaka-Nithi,KE013,semi-arid,2024-11,2024,11,170.8,124.44,46.36,137.2
Tharaka-Nithi,KE013,semi-arid,2024-12,2024,12,21.37,62.22,-40.85,34.3
Tharaka-Nithi,KE013,semi-arid,2025-01,2025,1,32.56,23.33,9.23,139.5
Tharaka-Nithi,KE013,semi-arid,2025-02,2025,2,8.59,23.33,-14.74,36.8
Tharaka-Nithi,KE013,semi-arid,2025-03,2025,3,89.93,70.0,19.93,128.5
Tharaka-Nithi,KE013,semi-arid,2025-04,2025,4,106.65,116.67,-10.02,91.4
Tharaka-Nithi,KE013,semi-arid,2025-05,2025,5,55.72,93.33,-37.61,59.7
Tharaka-Nithi,KE013,semi-arid,2025-06,2025,6,24.79,31.11,-6.32,79.7
Tharaka-Nithi,KE013,semi-arid,2025-07,2025,7,19.28,15.56,3.72,123.9
Tharaka-Nithi,KE013,semi-arid,2025-08,2025,8,30.22,15.56,14.66,194.3
Tharaka-Nithi,KE013,semi-arid,2025-09,2025,9,14.28,31.11,-16.83,45.9
Tharaka-Nithi,KE013,semi-arid,2025-10,2025,10,61.95,93.33,-31.38,66.4
Tharaka-Nithi,KE013,semi-arid,2025-11,2025,11,66.99,124.44,-57.45,53.8
Tharaka-Nithi,KE013,semi-arid,2025-12,2025,12,56.62,62.22,-5.6,91.0
Tharaka-Nithi,KE013,semi-arid,2026-01,2026,1,29.04,23.33,5.71,124.5
Tharaka-Nithi,KE013,semi-arid,2026-02,2026,2,9.99,23.33,-13.34,42.8
Embu,KE014,highland,2018-01,2018,1,39.56,42.0,-2.44,94.2
Embu,KE014,highland,2018-02,2018,2,70.11,52.5,17.61,133.5
Embu,KE014,highland,2018-03,2018,3,64.88,105.0,-40.12,61.8
Embu,KE014,highland,2018-04,2018,4,30.94,157.5,-126.56,19.6
Embu,KE014,highland,2018-05,2018,5,100.86,126.0,-25.14,80.0
Embu,KE014,highland,2018-06,2018,6,111.25,73.5,37.75,151.4
Embu,KE014,highland,2018-07,2018,7,30.87,52.5,-21.63,58.8
Embu,KE014,highland,2018-08,2018,8,21.5,52.5,-31.0,41.0
Embu,KE014,highland,2018-09,2018,9,79.13,73.5,5.63,107.7
Embu,KE014,highland,2018-10,2018,10,100.58,105.0,-4.42,95.8
Embu,KE014,highland,2018-11,2018,11,85.31,126.0,-40.69,67.7
Embu,KE014,highland,2018-12,2018,12,52.28,84.0,-31.72,62.2
Embu,KE014,highland,2019-01,2019,1,40.32,42.0,-1.68,96.0
Embu,KE014,highland,2019-02,2019,2,30.63,52.5,-21.87,58.3
Embu,KE014,highland,2019-03,2019,3,56.4,105.0,-48.6,53.7
Embu,KE014,highland,2019-04,2019,4,179.16,157.5,21.66,113.8
Embu,KE014,highland,2019-05,2019,5,65.64,126.0,-60.36,52.1
Embu,KE014,highland,2019-06,2019,6,30.97,73.5,-42.53,42.1
Embu,KE014,highland,2019-07,2019,7,37.1,52.5,-15.4,70.7
Embu,KE014,highland,2019-08,2019,8,40.8,52.5,-11.7,77.7
Embu,KE014,highland,2019-09,2019,9,83.65,73.5,10.15,113.8
Embu,KE014,highland,2019-10,2019,10,142.32,105.0,37.32,135.5
Embu,KE014,highland,2019-11,2019,11,376.49,126.0,250.49,298.8
Embu,KE014,highland,2019-12,2019,12,152.33,84.0,68.33,181.3
Embu,KE014,highland,2020-01,2020,1,27.96,42.0,-14.04,66.6
Embu,KE014,highland,2020-02,2020,2,58.75,52.5,6.25,111.9
Embu,KE014,highland,2020-03,2020,3,104.4,105.0,-0.6,99.4
Embu,KE014,highland,2020-04,2020,4,119.43,157.5,-38.07,75.8
Embu,KE014,highland,2020-05,2020,5,37.02,126.0,-88.98,29.4
Embu,KE014,highland,2020-06,2020,6,59.16,73.5,-14.34,80.5
Embu,KE014,highland,2020-07,2020,7,54.99,52.5,2.49,104.7
Embu,KE014,highland,2020-08,2020,8,63.16,52.5,10.66,120.3
Embu,KE014,highland,2020-09,2020,9,64.47,73.5,-9.03,87.7
Embu,KE014,highland,2020-10,2020,10,85.13,105.0,-19.87,81.1
Embu,KE014,highland,2020-11,2020,11,226.13,126.0,100.13,179.5
Embu,KE014,highland,2020-12,2020,12,101.27,84.0,17.27,120.6
Embu,KE014,highland,2021-01,2021,1,47.06,42.0,5.06,112.0
Embu,KE014,highland,2021-02,2021,2,39.14,52.5,-13.36,74.6
Embu,KE014,highland,2021-03,2021,3,40.79,105.0,-64.21,38.8
Embu,KE014,highland,2021-04,2021,4,119.06,157.5,-38.44,75.6
Embu,KE014,highland,2021-05,2021,5,108.34,126.0,-17.66,86.0
Embu,KE014,highland,2021-06,2021,6,69.42,73.5,-4.08,94.4
Embu,KE014,highland,2021-07,2021,7,64.65,52.5,12.15,123.1
Embu,KE014,highland,2021-08,2021,8,65.31,52.5,12.81,124.4
Embu,KE014,highland,2021-09,2021,9,96.8,73.5,23.3,131.7
Embu,KE014,highland,2021-10,2021,10,33.58,105.0,-71.42,32.0
Embu,KE014,highland,2021-11,2021,11,69.78,126.0,-56.22,55.4
Embu,KE014,highland,2021-12,2021,12,65.98,84.0,-18.02,78.5
Embu,KE014,highland,2022-01,2022,1,23.54,42.0,-18.46,56.0
Embu,KE014,highland,2022-02,2022,2,37.93,52.5,-14.57,72.2
Embu,KE014,highland,2022-03,2022,3,56.45,105.0,-48.55,53.8
Embu,KE014,highland,2022-04,2022,4,25.07,157.5,-132.43,15.9
Embu,KE014,highland,2022-05,2022,5,87.16,126.0,-38.84,69.2
Embu,KE014,highland,2022-06,2022,6,46.54,73.5,-26.96,63.3
Embu,KE014,highland,2022-07,2022,7,27.94,52.5,-24.56,53.2
Embu,KE014,highland,2022-08,2022,8,61.22,52.5,8.72,116.6
Embu,KE014,highland,2022-09,2022,9,72.79,73.5,-0.71,99.0
Embu,KE014,highland,2022-10,2022,10,97.72,105.0,-7.28,93.1
Embu,KE014,highland,2022-11,2022,11,82.18,126.0,-43.82,65.2
Embu,KE014,highland,2022-12,2022,12,42.19,84.0,-41.81,50.2
Embu,KE014,highland,2023-01,2023,1,27.4,42.0,-14.6,65.2
Embu,KE014,highland,2023-02,2023,2,20.47,52.5,-32.03,39.0
Embu,KE014,highland,2023-03,2023,3,41.91,105.0,-63.09,39.9
Embu,KE014,highland,2023-04,2023,4,88.73,157.5,-68.77,56.3
Embu,KE014,highland,2023-05,2023,5,164.9,126.0,38.9,130.9
Embu,KE014,highland,2023-06,2023,6,49.82,73.5,-23.68,67.8
Embu,KE014,highland,2023-07,2023,7,20.11,52.5,-32.39,38.3
Embu,KE014,highland,2023-08,2023,8,41.92,52.5,-10.58,79.8
Embu,KE014,highland,2023-09,2023,9,49.54,73.5,-23.96,67.4
Embu,KE014,highland,2023-10,2023,10,320.06,105.0,215.06,304.8
Embu,KE014,highland,2023-11,2023,11,431.22,126.0,305.22,342.2
Embu,KE014,highland,2023-12,2023,12,140.18,84.0,56.18,166.9
Embu,KE014,highland,2024-01,2024,1,48.58,42.0,6.58,115.7
Embu,KE014,highland,2024-02,2024,2,62.77,52.5,10.27,119.6
Embu,KE014,highland,2024-03,2024,3,102.3,105.0,-2.7,97.4
Embu,KE014,highland,2024-04,2024,4,142.19,157.5,-15.31,90.3
Embu,KE014,highland,2024-05,2024,5,83.43,126.0,-42.57,66.2
Embu,KE014,highland,2024-06,2024,6,29.0,73.5,-44.5,39.5
Embu,KE014,highland,2024-07,2024,7,33.02,52.5,-19.48,62.9
Embu,KE014,highland,2024-08,2024,8,48.01,52.5,-4.49,91.4
Embu,KE014,highland,2024-09,2024,9,35.8,73.5,-37.7,48.7
Embu,KE014,highland,2024-10,2024,10,95.14,105.0,-9.86,90.6
Embu,KE014,highland,2024-11,2024,11,107.99,126.0,-18.01,85.7
Embu,KE014,highland,2024-12,2024,12,55.4,84.0,-28.6,66.0
Embu,KE014,highland,2025-01,2025,1,35.48,42.0,-6.52,84.5
Embu,KE014,highland,2025-02,2025,2,27.59,52.5,-24.91,52.6
Embu,KE014,highland,2025-03,2025,3,131.82,105.0,26.82,125.5
Embu,KE014,highland,2025-04,2025,4,196.39,157.5,38.89,124.7
Embu,KE014,highland,2025-05,2025,5,68.51,126.0,-57.49,54.4
Embu,KE014,highland,2025-06,2025,6,42.16,73.5,-31.34,57.4
Embu,KE014,highland,2025-07,2025,7,33.21,52.5,-19.29,63.3
Embu,KE014,highland,2025-08,2025,8,61.84,52.5,9.34,117.8
Embu,KE014,highland,2025-09,2025,9,79.78,73.5,6.28,108.5
Embu,KE014,highland,2025-10,2025,10,154.58,105.0,49.58,147.2
Embu,KE014,highland,2025-11,2025,11,193.77,126.0,67.77,153.8
Embu,KE014,highland,2025-12,2025,12,40.8,84.0,-43.2,48.6
Embu,KE014,highland,2026-01,2026,1,44.87,42.0,2.87,106.8
Embu,KE014,highland,2026-02,2026,2,67.23,52.5,14.73,128.1
Kitui,KE015,semi-arid,2018-01,2018,1,16.45,20.0,-3.55,82.2
Kitui,KE015,semi-arid,2018-02,2018,2,18.75,20.0,-1.25,93.8
Kitui,KE015,semi-arid,2018-03,2018,3,35.02,60.0,-24.98,58.4
Kitui,KE015,semi-arid,2018-04,2018,4,59.43,100.0,-40.57,59.4
Kitui,KE015,semi-arid,2018-05,2018,5,69.27,80.0,-10.73,86.6
Kitui,KE015,semi-arid,2018-06,2018,6,48.1,26.67,21.43,180.4
Kitui,KE015,semi-arid,2018-07,2018,7,21.23,13.33,7.9,159.2
Kitui,KE015,semi-arid,2018-08,2018,8,10.19,13.33,-3.14,76.4
Kitui,KE015,semi-arid,2018-09,2018,9,28.08,26.67,1.41,105.3
Kitui,KE015,semi-arid,2018-10,2018,10,47.39,80.0,-32.61,59.2
Kitui,KE015,semi-arid,2018-11,2018,11,65.95,106.67,-40.72,61.8
Kitui,KE015,semi-arid,2018-12,2018,12,43.21,53.33,-10.12,81.0
Kitui,KE015,semi-arid,2019-01,2019,1,13.89,20.0,-6.11,69.4
Kitui,KE015,semi-arid,2019-02,2019,2,14.77,20.0,-5.23,73.8
Kitui,KE015,semi-arid,2019-03,2019,3,57.57,60.0,-2.43,96.0
Kitui,KE015,semi-arid,2019-04,2019,4,106.24,100.0,6.24,106.2
Kitui,KE015,semi-arid,2019-05,2019,5,84.09,80.0,4.09,105.1
Kitui,KE015,semi-arid,2019-06,2019,6,30.59,26.67,3.92,114.7
Kitui,KE015,semi-arid,2019-07,2019,7,7.23,13.33,-6.1,54.2
Kitui,KE015,semi-arid,2019-08,2019,8,9.06,13.33,-4.27,68.0
Kitui,KE015,semi-arid,2019-09,2019,9,25.64,26.67,-1.03,96.2
Kitui,KE015,semi-arid,2019-10,2019,10,211.44,80.0,131.44,264.3
Kitui,KE015,semi-arid,2019-11,2019,11,433.51,106.67,326.84,406.4
Kitui,KE015,semi-arid,2019-12,2019,12,105.56,53.33,52.23,197.9
Kitui,KE015,semi-arid,2020-01,2020,1,25.12,20.0,5.12,125.6
Kitui,KE015,semi-arid,2020-02,2020,2,10.31,20.0,-9.69,51.6
Kitui,KE015,semi-arid,2020-03,2020,3,39.3,60.0,-20.7,65.5
Kitui,KE015,semi-arid,2020-04,2020,4,102.93,100.0,2.93,102.9
Kitui,KE015,semi-arid,2020-05,2020,5,28.61,80.0,-51.39,35.8
Kitui,KE015,semi-arid,2020-06,2020,6,19.96,26.67,-6.71,74.9
Kitui,KE015,semi-arid,2020-07,2020,7,17.63,13.33,4.3,132.2
Kitui,KE015,semi-arid,2020-08,2020,8,12.75,13.33,-0.58,95.6
Kitui,KE015,semi-arid,2020-09,2020,9,10.1,26.67,-16.57,37.9
Kitui,KE015,semi-arid,2020-10,2020,10,60.17,80.0,-19.83,75.2
Kitui,KE015,semi-arid,2020-11,2020,11,170.07,106.67,63.4,159.4
Kitui,KE015,semi-arid,2020-12,2020,12,44.02,53.33,-9.31,82.5
Kitui,KE015,semi-arid,2021-01,2021,1,16.84,20.0,-3.16,84.2
Kitui,KE015,semi-arid,2021-02,2021,2,25.78,20.0,5.78,128.9
Kitui,KE015,semi-arid,2021-03,2021,3,37.08,60.0,-22.92,61.8
Kitui,KE015,semi-arid,2021-04,2021,4,46.9,100.0,-53.1,46.9
Kitui,KE015,semi-arid,2021-05,2021,5,33.16,80.0,-46.84,41.4
Kitui,KE015,semi-arid,2021-06,2021,6,69.89,26.67,43.22,262.1
Kitui,KE015,semi-arid,2021-07,2021,7,20.25,13.33,6.92,151.9
Kitui,KE015,semi-arid,2021-08,2021,8,15.29,13.33,1.96,114.7
Kitui,KE015,semi-arid,2021-09,2021,9,31.36,26.67,4.69,117.6
Kitui,KE015,semi-arid,2021-10,2021,10,41.55,80.0,-38.45,51.9
Kitui,KE015,semi-arid,2021-11,2021,11,66.59,106.67,-40.08,62.4
Kitui,KE015,semi-arid,2021-12,2021,12,26.51,53.33,-26.82,49.7
Kitui,KE015,semi-arid,2022-01,2022,1,6.43,20.0,-13.57,32.2
Kitui,KE015,semi-arid,2022-02,2022,2,10.82,20.0,-9.18,54.1
Kitui,KE015,semi-arid,2022-03,2022,3,20.31,60.0,-39.69,33.8
Kitui,KE015,semi-arid,2022-04,2022,4,45.69,100.0,-54.31,45.7
Kitui,KE015,semi-arid,2022-05,2022,5,39.27,80.0,-40.73,49.1
Kitui,KE015,semi-arid,2022-06,2022,6,25.0,26.67,-1.67,93.8
Kitui,KE015,semi-arid,2022-07,2022,7,6.89,13.33,-6.44,51.7
Kitui,KE015,semi-arid,2022-08,2022,8,8.67,13.33,-4.66,65.0
Kitui,KE015,semi-arid,2022-09,2022,9,18.29,26.67,-8.38,68.6
Kitui,KE015,semi-arid,2022-10,2022,10,58.16,80.0,-21.84,72.7
Kitui,KE015,semi-arid,2022-11,2022,11,75.94,106.67,-30.73,71.2
Kitui,KE015,semi-arid,2022-12,2022,12,19.58,53.33,-33.75,36.7
Kitui,KE015,semi-arid,2023-01,2023,1,5.93,20.0,-14.07,29.6
Kitui,KE015,semi-arid,2023-02,2023,2,24.75,20.0,4.75,123.8
Kitui,KE015,semi-arid,2023-03,2023,3,44.77,60.0,-15.23,74.6
Kitui,KE015,semi-arid,2023-04,2023,4,33.51,100.0,-66.49,33.5
Kitui,KE015,semi-arid,2023-05,2023,5,39.43,80.0,-40.57,49.3
Kitui,KE015,semi-arid,2023-06,2023,6,33.66,26.67,6.99,126.2
Kitui,KE015,semi-arid,2023-07,2023,7,24.17,13.33,10.84,181.3
Kitui,KE015,semi-arid,2023-08,2023,8,22.53,13.33,9.2,169.0
Kitui,KE015,semi-arid,2023-09,2023,9,26.56,26.67,-0.11,99.6
Kitui,KE015,semi-arid,2023-10,2023,10,41.46,80.0,-38.54,51.8
Kitui,KE015,semi-arid,2023-11,2023,11,212.35,106.67,105.68,199.1
Kitui,KE015,semi-arid,2023-12,2023,12,67.69,53.33,14.36,126.9
Kitui,KE015,semi-arid,2024-01,2024,1,21.57,20.0,1.57,107.8
Kitui,KE015,semi-arid,2024-02,2024,2,14.06,20.0,-5.94,70.3
Kitui,KE015,semi-arid,2024-03,2024,3,50.18,60.0,-9.82,83.6
Kitui,KE015,semi-arid,2024-04,2024,4,138.77,100.0,38.77,138.8
Kitui,KE015,semi-arid,2024-05,2024,5,72.09,80.0,-7.91,90.1
Kitui,KE015,semi-arid,2024-06,2024,6,22.26,26.67,-4.41,83.5
Kitui,KE015,semi-arid,2024-07,2024,7,12.36,13.33,-0.97,92.7
Kitui,KE015,semi-arid,2024-08,2024,8,31.69,13.33,18.36,237.7
Kitui,KE015,semi-arid,2024-09,2024,9,15.37,26.67,-11.3,57.6
Kitui,KE015,semi-arid,2024-10,2024,10,74.63,80.0,-5.37,93.3
Kitui,KE015,semi-arid,2024-11,2024,11,169.83,106.67,63.16,159.2
Kitui,KE015,semi-arid,2024-12,2024,12,43.47,53.33,-9.86,81.5
Kitui,KE015,semi-arid,2025-01,2025,1,30.14,20.0,10.14,150.7
Kitui,KE015,semi-arid,2025-02,2025,2,10.41,20.0,-9.59,52.0
Kitui,KE015,semi-arid,2025-03,2025,3,50.1,60.0,-9.9,83.5
Kitui,KE015,semi-arid,2025-04,2025,4,64.15,100.0,-35.85,64.2
Kitui,KE015,semi-arid,2025-05,2025,5,70.82,80.0,-9.18,88.5
Kitui,KE015,semi-arid,2025-06,2025,6,24.8,26.67,-1.87,93.0
Kitui,KE015,semi-arid,2025-07,2025,7,12.93,13.33,-0.4,97.0
Kitui,KE015,semi-arid,2025-08,2025,8,17.56,13.33,4.23,131.7
Kitui,KE015,semi-arid,2025-09,2025,9,8.37,26.67,-18.3,31.4
Kitui,KE015,semi-arid,2025-10,2025,10,60.71,80.0,-19.29,75.9
Kitui,KE015,semi-arid,2025-11,2025,11,114.41,106.67,7.74,107.3
Kitui,KE015,semi-arid,2025-12,2025,12,21.52,53.33,-31.81,40.3
Kitui,KE015,semi-arid,2026-01,2026,1,22.24,20.0,2.24,111.2
Kitui,KE015,semi-arid,2026-02,2026,2,12.74,20.0,-7.26,63.7
Machakos,KE016,semi-arid,2018-01,2018,1,18.99,21.67,-2.68,87.6
Machakos,KE016,semi-arid,2018-02,2018,2,29.04,21.67,7.37,134.0
Machakos,KE016,semi-arid,2018-03,2018,3,66.13,65.0,1.13,101.7
Machakos,KE016,semi-arid,2018-04,2018,4,87.88,108.33,-20.45,81.1
Machakos,KE016,semi-arid,2018-05,2018,5,32.71,86.67,-53.96,37.7
Machakos,KE016,semi-arid,2018-06,2018,6,34.65,28.89,5.76,119.9
Machakos,KE016,semi-arid,2018-07,2018,7,17.79,14.44,3.35,123.2
Machakos,KE016,semi-arid,2018-08,2018,8,16.41,14.44,1.97,113.6
Machakos,KE016,semi-arid,2018-09,2018,9,47.2,28.89,18.31,163.4
Machakos,KE016,semi-arid,2018-10,2018,10,74.72,86.67,-11.95,86.2
Machakos,KE016,semi-arid,2018-11,2018,11,163.57,115.56,48.01,141.6
Machakos,KE016,semi-arid,2018-12,2018,12,81.59,57.78,23.81,141.2
Machakos,KE016,semi-arid,2019-01,2019,1,26.98,21.67,5.31,124.5
Machakos,KE016,semi-arid,2019-02,2019,2,23.11,21.67,1.44,106.7
Machakos,KE016,semi-arid,2019-03,2019,3,68.09,65.0,3.09,104.8
Machakos,KE016,semi-arid,2019-04,2019,4,176.84,108.33,68.51,163.2
Machakos,KE016,semi-arid,2019-05,2019,5,113.85,86.67,27.18,131.4
Machakos,KE016,semi-arid,2019-06,2019,6,17.3,28.89,-11.59,59.9
Machakos,KE016,semi-arid,2019-07,2019,7,16.04,14.44,1.6,111.0
Machakos,KE016,semi-arid,2019-08,2019,8,9.44,14.44,-5.0,65.4
Machakos,KE016,semi-arid,2019-09,2019,9,20.65,28.89,-8.24,71.5
Machakos,KE016,semi-arid,2019-10,2019,10,129.82,86.67,43.15,149.8
Machakos,KE016,semi-arid,2019-11,2019,11,106.51,115.56,-9.05,92.2
Machakos,KE016,semi-arid,2019-12,2019,12,67.93,57.78,10.15,117.6
Machakos,KE016,semi-arid,2020-01,2020,1,36.17,21.67,14.5,166.9
Machakos,KE016,semi-arid,2020-02,2020,2,15.45,21.67,-6.22,71.3
Machakos,KE016,semi-arid,2020-03,2020,3,45.21,65.0,-19.79,69.6
Machakos,KE016,semi-arid,2020-04,2020,4,57.96,108.33,-50.37,53.5
